word,pos,11_freqLex3,13_AbsGoug_1063,13_AbsGoug_2000,13_AbsGoug_3000,13_AbsGoug_4000,13_AbsGoug_5000,13_AbsGoug_6000,13_AbsGoug_7000,13_AbsGoug_8000,13_AbsGoug_8775,14_cons_db,14_digraph,14_nasale,14_orale,14_sum_pattern,14_voy_db,15_Avg_pref_freq_seg_10,15_Avg_pref_freq_seg_5,15_Avg_suf_freq_seg_10,15_Avg_suf_freq_seg_5,15_Familly_size_CL_seg_10,15_Family_avgfreq_hclust_10,15_Family_avgfreq_hclust_5,15_Family_avgfreq_morphonet,15_Family_avgfreq_seg_10,15_Family_avgfreq_seg_5,15_Family_cumfreq_hclust_10,15_Family_cumfreq_hclust_5,15_Family_cumfreq_morphonet,15_Family_cumfreq_seg_10,15_Family_cumfreq_seg_5,15_Family_maxfreq_hclust_10,15_Family_maxfreq_hclust_5,15_Family_maxfreq_morphonet,15_Family_maxfreq_seg_10,15_Family_maxfreq_seg_5,15_Family_size_CL_MORPHONET,15_Family_size_CL_hclust_10,15_Family_size_CL_hclust_5,15_Family_size_CL_seg_5,15_Family_size_hclust_10,15_Family_size_hclust_5,15_Family_size_morphonet,15_Family_size_seg_10,15_Family_size_seg_5,15_Has_prefix_seg_10,15_Has_prefix_seg_5,15_Has_suffix_seg_10,15_Has_suffix_seg_5,15_Is_compound_seg_10,15_Is_compound_seg_5,15_Min_pref_freq_seg_10,15_Min_pref_freq_seg_5,15_Min_suf_freq_seg_10,15_Min_suf_freq_seg_5,15_Nb_morphs_seg_10,15_Nb_morphs_seg_5,16_polysemStatus,17_babelNetStatus,1_nb_letters,2_nb_phon,3_nb_syllables,4_complexStructRatio,4_medianStructRatio,4_simpleStructRatio,5_phongraph,7a_nb_voisin,7b_neigh_frqcum,7c_nb_neigh_Morefreq,N1_simple_inconsistants,N2_complex_inconsistants,N3_etymo,N4_phongraph,N5_PresManulex,forme phon
abracadabrant,ADJ,-15.078856146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1489.0,2057.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,363.0,2057.0,3.0,2.0,0.0,0.0,13.0,11.0,5.0,0.0,0.4,0.6,1.0,0,0.0,0.0,1,0,0,2.0,1,a-bRa-ka-da-bR@
absorption,NOM,-14.2848248253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1432.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,2.0,1.0,-1.0,1.0,10.0,9.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.7545476474686289e-06,0.0,1,0,0,1.0,0,ap-sOR-psj§
acharnement,NOM,-14.2331208044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,670.0,684.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,670.0,684.0,2.0,2.0,0.0,2.0,11.0,8.0,4.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,0,0,3.0,0,a-SaR-n°-m@
alternance,NOM,-15.3456706028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,659.0,216.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,12.0,13.0,2.0,1.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,659.0,216.0,2.0,2.0,0.0,1.0,10.0,8.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,2.1574168159179564e-07,0.0,1,0,0,2.0,0,al-tER-n@s
amphibie,ADJ,-14.0635617793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21385.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,0.0,7.0,7.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21385.0,0.0,2.0,1.0,0.0,0.0,8.0,5.0,3.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,0,1,3.0,0,@-fi-bi
anti-limaces,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0,-1.0,11.0,8.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1,0,0,3.0,0,@-ti-li-mas
arc-bouter,VER,-15.5113439011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,7.0,3.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,1,0,0,2.0,0,aR-kbu-te
arpenter,VER,-13.0234410652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13355.0,12355.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,3.0,3.0,1.0,0.0,8.0,6.0,3.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,2.574972735124091e-07,0.0,1,0,0,2.0,0,aR-p@-te
arôme,NOM,-13.359921501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,5.36811715084055e-07,0.0,1,0,0,1.0,0,a-Rom
bai,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,14.0,0.0005648221552557233,10.0,0,0,0,1.0,0,bE
balancier,NOM,-15.078856146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,877.0,910.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,3.0,3.0,15.0,13.0,1.0,13.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,877.0,910.0,2.0,2.0,1.0,1.0,9.0,7.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,2.0,0,ba-l@-sje
bananier,NOM,-13.9950638044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,877.0,910.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,5.0,1.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,877.0,910.0,2.0,2.0,0.0,4.0,8.0,7.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,1.0,1,ba-na-nje
biodiversité,NOM,-16.7627575794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,89.0,554.0,753.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,93.0,89.0,554.0,753.0,3.0,3.0,-1.0,1.0,12.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0,bjo-di-vER-si-te
bivalve,ADJ,-17.4439624373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,203.0,21385.0,19845.0,3.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,57.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,244.0,203.0,21385.0,19845.0,4.0,3.0,0.0,0.0,7.0,6.0,2.0,0.0,0.5,0.5,1.0,0,0.0,0.0,1,0,0,1.0,0,bi-valv
boréal,ADJ,-14.302670482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1623.0,1684.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,7.0,7.0,3.0,8.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1623.0,1684.0,2.0,2.0,0.0,0.0,6.0,6.0,3.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0.0,0.0,0,0,0,0.0,0,bo-Re-al
bourgeon,NOM,-14.1839568595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1432.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,2.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1432.0,0.0,2.0,1.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0,1.0,2.0,0,0.0,0.0,1,1,0,3.0,1,buR-Z§
brasser,VER,-13.6893882474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13355.0,12355.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19.0,19.0,3.0,29.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,3.0,3.0,1.0,0.0,7.0,5.0,2.0,0.0,0.5,0.5,1.0,3.0,8.288278169787395e-06,3.0,1,1,0,2.0,1,bRa-se
bredouille,ADJ,-13.3740560349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,21385.0,19845.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,11.0,11.0,3.0,12.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,0.0,0.0,10.0,6.0,2.0,0.0,1.0,0.0,2.0,2.0,3.691352577335685e-06,0.0,1,0,1,4.0,1,bR°-duj
brillance,NOM,-15.0405398867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,659.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,12.0,12.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,2.0,1.0,-1.0,-1.0,9.0,6.0,2.0,0.5,0.5,0.0,2.0,1.0,1.6345621417462474e-05,1.0,1,0,1,3.0,0,bRi-j@s
broussaille,NOM,-13.0539789545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,83.0,98.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,5.0,5.0,1.0,16.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,83.0,98.0,2.0,2.0,0.0,1.0,11.0,6.0,2.0,0.0,1.0,0.0,2.0,0,0.0,0.0,1,1,1,5.0,1,bRu-saj
broyeur,NOM,-13.2726168984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11562.0,10620.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,9.0,9.0,2.0,12.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1739.0,1395.0,3.0,3.0,-1.0,-1.0,7.0,7.0,2.0,1.0,0.0,0.0,0.0,1.0,7.788861529281124e-08,0.0,1,0,0,0.0,0,bRwa-j9R
bruir,VER,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5325.0,4865.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,9.0,9.0,1.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5325.0,4865.0,2.0,2.0,-1.0,0.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,bRy-iR
bâtisse,NOM,-13.7920304299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21385.0,19845.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,11.0,11.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,0.0,1.0,7.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,7.788861529281124e-08,0.0,1,1,0,2.0,1,ba-tis
cabosse,NOM,-19.6046453987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21385.0,19845.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,-1.0,-1.0,7.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,1.344675388018057e-06,1.0,1,1,0,2.0,0,ka-bOs
cacaoyer,NOM,-18.6078333801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,8.0,4.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1,0,0,0.0,1,ka-ka-wa-je
calcaire,ADJ,-15.6391383805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,0.0,791.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,8.0,8.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,791.0,0.0,3.0,1.0,0.0,1.0,8.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,6.361405987671873e-06,1.0,1,0,0,2.0,0,kal-kER
calcaire,NOM,-15.0036321007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,65.0,0.0,791.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,8.0,8.0,1.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,791.0,0.0,3.0,1.0,0.0,1.0,8.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,6.361405987671873e-06,1.0,1,0,0,2.0,0,kal-kER
captivité,NOM,-12.9509426061,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,753.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,6.0,24.0,1.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,554.0,753.0,2.0,2.0,0.0,0.0,9.0,9.0,4.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,0,0,0.0,1,kap-ti-vi-te
capture,NOM,-12.6171226389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21385.0,19845.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,21.0,24.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,0.0,0.0,7.0,6.0,2.0,0.0,0.0,1.0,1.0,2.0,2.683677768718095e-06,1.0,1,0,0,1.0,0,kap-tyR
carbonate,NOM,-16.2828025906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,150.0,150.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,24.0,20.0,3.0,27.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,150.0,150.0,2.0,2.0,-1.0,-1.0,9.0,8.0,3.0,0.0,0.0,1.0,1.0,0,0.0,0.0,1,0,0,1.0,0,kaR-bo-nat
carbone,NOM,-12.5587565149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21385.0,19845.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,24.0,20.0,2.0,27.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21385.0,19845.0,2.0,2.0,1.0,1.0,7.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,1.326034311880229e-07,0.0,1,0,0,1.0,0,kaR-bOn
cavité,NOM,-13.0801594136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.0,753.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,25.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,349.0,753.0,3.0,2.0,1.0,2.0,6.0,6.0,3.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1,0,0,0.0,0,ka-vi-te
